Altura (m),Idade,Sexo,Velocidade média (m/s),Cadência,Comprimento médio passada,Erro absoluto médio do comprimento de passo em metros,Desvio padrão comprimento passo medido em metros,Desvio padrão do erro de comprimento de passo em metros,Largura da passada,Erro largura da passada,Desvio padrão largura da passada,Comprimento médio de meio passo em metros,Erro absoluto médio do meio comprimento de passo em metros,Desvio padrão do comprimento médio de meio passo em metros,Desvio padrão do erro de comprimento de meio passo em metros,Comprimento do Swing em metros,Erro absoluto médio do swing em metros,Desvio padrão do swing em metros,Desvio padrão do erro de swing em metros,Comprimento do Stance em metros,Erro absoluto médio do stance em metros,Desvio padrão do stance em metros,Desvio padrão do erro de stance em metros,Distância inicial do pé em metros,Erro absoluto médio da distância entre os pés em metros,Desvio padrão da distância inicial entre os pés,Desvio padrão do erro da distância inicial entre os pés em metros,Ângulo médio de abertura das pernas durante a caminhada (°),Desvio padrão do ângulo médio dos passos em graus,Número de amostras do ângulo,Ângulo médio da coxa do joelho esquerdo,Desvio padrão do ângulo  médio da coxa do joelho esquerdo,Ângulo médio de flexão do joelho esquerdo,Desvio padrão do ângulo de flexão do joelho esquerdo,Ângulo médio de flexão do joelho direito,Desvio padrão do ângulo de flexão do joelho direito,Ângulo extensão do quadril (°),Desvio padrão do ângulo de extensão do quadril (°),Simetria do comprimento de passo,Desvio padrão da simetria do comprimento de passo,Movimento
1.7650,20.00,0,1.6068,59.0869,1.0792,0.1659,0.1659, 0.13,0.1339,0.0411,0.1076,0.5353,0.0903,0.1782,0.1398, 0.6320,0.2020,0.1905,0.1905,0.6781,0.2181,0.2137 ,0.2137,0.1750, 0.0875,15.7936,14.4196,100,11.569118170976786,60.22579920892804,21.74014082614499,20.065158134946483,23.267299697136643,21.647239205243995,-7.477713902666032,19.31775980532573,0.8455345047866154,0.3530930380861456,0
1.7500,21.00,0,1.6566,62.6876,0.9147,0.1739,0.1739, 0.09,0.1228,0.0582,0.1049,0.4732,0.1372,0.1757,0.1358, 0.5801,0.2411,0.2129,0.2129,0.6244,0.2914,0.2479 ,0.2479,0.1810, 0.0905,17.2769,12.6341,94,-17.215346337283677,66.53297894775,22.029349707801668,17.12429092402263,16.68293944634501,16.310367178879655,-3.026201664764123,20.37575924319806,0.8648306555707562,0.3813569929858629,0
1.7100,23.00,1,1.9096,54.9860,1.1180,0.1797,0.1797, 0.13,0.1739,0.0081,0.1046,0.5577,0.1127,0.1807,0.1346, 0.6543,0.2243,0.1788,0.1788,0.6937,0.2337,0.2069 ,0.2069,0.1820, 0.0910,19.1340,13.1854,104,-21.058169598672723,68.70205577496176,23.231348427963916,20.456982210354372,22.617327978440375,19.646201312858725,-5.701765420534242,23.3057725509701,0.861767546823784,0.3630121670288723,0
1.7750,30.00,0,1.7090,53.1729,1.0671,0.1632,0.1632, 0.11,0.1545,0.0435,0.1030,0.5296,0.0941,0.1784,0.1380, 0.6181,0.2031,0.1985,0.1985,0.6822,0.2262,0.2099 ,0.2099,0.1980, 0.0990,18.2605,14.2728,106,-27.000025422815245,61.430824367537944,16.576379485811565,14.85090809379388,20.17649234300932,15.721832244827668,-4.594733912241019,19.107758180256894,0.810334011715345,0.34019998852897565,0
1.7700,40.00,0,1.6695,74.9095,1.0450,0.2174,0.2174, 0.16,0.1477,0.0493,0.1606,0.5427,0.1157,0.1830,0.1391, 0.6234,0.1854,0.1966,0.1966,0.6991,0.2831,0.2037 ,0.2037,0.1970, 0.0985,16.3403,16.6333,77,-17.708463007858434,63.212511731235544,35.022894990928094,29.916676492179562,37.48806112071965,33.286457869163755,-16.21860461037156,32.58631555894325,0.791033228913907,0.32941476375726675,0
1.7700,40.00,0,1.5266,78.4632,0.9632,0.1739,0.1739, 0.13,0.2297,-0.0327,0.1716,0.4926,0.0656,0.1748,0.1465, 0.5889,0.1509,0.2081,0.2081,0.6485,0.2325,0.2319 ,0.2319,0.1970, 0.0985,15.1877,10.9545,77,8.165722810700993,52.41763077518441,15.804698734670422,15.965548418649265,16.252586463393634,13.611843711340178,-0.43871982061583836,10.120469844953083,0.8097857370023825,0.32264555687761504,1
1.7700,40.00,0,1.3763,65.7154,0.9517,0.1049,0.1049, 0.09,0.2138,-0.0168,0.1440,0.4854,0.0584,0.1273,0.1119, 0.5389,0.1009,0.1663,0.1663,0.5732,0.1572,0.1930 ,0.1930,0.1970, 0.0985,14.4878,10.3376,185,1.2031866240753009,52.83647341263178,16.053923453560838,14.640407193578074,15.5913423805758,14.244983029350715,-0.6978082690954943,10.193986860780472,0.898033741511692,0.2600629686977355,1
1.7650,20.00,0,1.3983,75.7532,0.9711,0.1629,0.1629, 0.13,0.2313,-0.0563,0.1553,0.4998,0.0548,0.1731,0.1466, 0.5901,0.1601,0.2056,0.2056,0.6595,0.1995,0.2239 ,0.2239,0.1750, 0.0875,13.4969,10.7623,76,3.4045517577340116,49.72830018811007,16.593779080439592,15.34490976954386,14.815347146696705,13.960587996203305,-3.7967078628377933,13.439129505172325,0.7961734266215236,0.3247237703680008,1
1.7650,20.00,0,1.3144,71.4607,0.9986,0.1120,0.1120, 0.09,0.2222,-0.0472,0.1517,0.5005,0.0555,0.1254,0.1093, 0.5502,0.1202,0.1602,0.1602,0.5896,0.1296,0.1852 ,0.1834,0.1750, 0.0875,13.8333,10.4569,164,-2.1124195061355127,49.56606167090255,14.31279732447213,14.507853368795859,14.301314210704483,13.364952473850442,-1.8046079947505491,13.727562143434248,0.891368791762653,0.260332142047938,1
1.8100,20.00,0,1.6524,86.6544,0.9726,0.2132,0.2132, 0.14,0.2005,-0.0255,0.1884,0.5126,0.1526,0.1836,0.1378, 0.6214,0.2714,0.1979,0.1979,0.6500,0.2800,0.2370 ,0.2357,0.1750, 0.0875,15.5053,10.7068,68,6.897300455860774,52.94661780413834,13.421453256986036,12.178794501678864,12.435697849865859,14.563992612648457,-2.530240303465696,10.497155327428112,0.9153837658123744,0.44434272077675085,1
