Altura (m),Idade,Sexo,Velocidade média (m/s),Cadência,Comprimento médio passada,Erro absoluto médio do comprimento de passo em metros,Desvio padrão comprimento passo medido em metros,Desvio padrão do erro de comprimento de passo em metros,Largura da passada,Erro largura da passada,Desvio padrão largura da passada,Comprimento médio de meio passo em metros,Erro absoluto médio do meio comprimento de passo em metros,Desvio padrão do comprimento médio de meio passo em metros,Desvio padrão do erro de comprimento de meio passo em metros,Comprimento do Swing em metros,Erro absoluto médio do swing em metros,Desvio padrão do swing em metros,Desvio padrão do erro de swing em metros,Comprimento do Stance em metros,Erro absoluto médio do stance em metros,Desvio padrão do stance em metros,Desvio padrão do erro de stance em metros,Distância inicial do pé em metros,Erro absoluto médio da distância entre os pés em metros,Desvio padrão da distância inicial entre os pés,Desvio padrão do erro da distância inicial entre os pés em metros,Ângulo médio de abertura das pernas durante a caminhada (°),Desvio padrão do ângulo médio dos passos em graus,Número de amostras do ângulo,Ângulo médio da coxa do joelho esquerdo,Desvio padrão do ângulo  médio da coxa do joelho esquerdo,Ângulo médio de flexão do joelho esquerdo,Desvio padrão do ângulo de flexão do joelho esquerdo,Ângulo médio de flexão do joelho direito,Desvio padrão do ângulo de flexão do joelho direito,Ângulo extensão do quadril (°),Desvio padrão do ângulo de extensão do quadril (°),Simetria do comprimento de passo,Desvio padrão da simetria do comprimento de passo,Movimento
1.7620,39.00,0,2.6179,50.0394,1.0504,0.1201,0.1201, 0.10,0.1276,0.0344,0.0725,0.5160,0.1005,0.1358,0.1121, 0.5830,0.1800,0.1534,0.1534,0.5852,0.1572,0.1955 ,0.1922,0.1620, 0.0810,15.4063,13.3780,414,-13.868074847817509,69.39402797492914,21.92743313820552,16.587643842194296,28.206951026301926,27.838428309222355,-1.8525855656033459,25.21327853328239,0.9855224398950938,0.33106339505147775,3,,
1.7620,39.00,0,2.6399,51.8308,1.0470,0.1183,0.1183, 0.10,0.1281,0.0339,0.0721,0.5149,0.0994,0.1323,0.1098, 0.5762,0.1732,0.1521,0.1521,0.5829,0.1549,0.1906 ,0.1874,0.1620, 0.0810,15.5766,13.3911,426,-13.833204432768534,69.5142931402715,22.45933807575017,16.883414400394308,28.08301813473303,27.729395035365393,-1.4817036588017414,25.00927736000892,0.9774365812317543,0.32345849261365617,3,,
1.7620,39.00,0,2.6981,52.6156,1.0513,0.1172,0.1172, 0.10,0.1295,0.0325,0.0710,0.5188,0.1033,0.1306,0.1084, 0.5735,0.1705,0.1487,0.1487,0.5863,0.1583,0.1864 ,0.1832,0.1620, 0.0810,15.9005,13.5051,446,-14.254743920580676,69.55434502053883,22.5376496067836,16.989558952508524,28.54068477781216,28.015978461706165,-0.27179389617639,25.515238943608363,0.9680671059621636,0.31733100043008144,3,,
1.7620,39.00,0,2.7034,54.0914,1.0536,0.1149,0.1149, 0.10,0.1302,0.0318,0.0707,0.5178,0.1023,0.1273,0.1060, 0.5696,0.1666,0.1462,0.1462,0.5826,0.1546,0.1827 ,0.1796,0.1620, 0.0810,15.9463,13.4523,459,-12.847062945977079,69.87458148816471,22.233266130899885,16.92309786604543,29.457063624802988,28.312623840125422,0.5683192052733447,25.801343299809417,0.9680176372842934,0.30929607520644403,3,,
1.7650,20.00,0,1.5181,46.8616,0.5000,0.5000,0.5000, 0.39,0.2418,-0.0668,0.2780,0.4981,0.0531,0.4083,0.2171, 0.8314,0.4014,0.2384,0.2384,1.0000,0.5400,0.0000 ,0.0000,0.1750, 0.0875,4.9183,9.6490,8,56.74767558084671,24.040844299030802,6.73420354130954,7.9469585149858775,14.987048660560285,17.470099165835087,5.060649517417875,5.215136854374583,0.24715748622601275,0.24715748622601275,3,,
1.7650,20.00,0,1.8599,47.3470,0.7869,0.3942,0.3942, 0.32,0.1285,0.0465,0.1636,0.4919,0.0469,0.3175,0.2269, 0.7549,0.3249,0.2454,0.2454,0.8600,0.4000,0.2425 ,0.2251,0.1750, 0.0875,10.7778,11.0528,35,-4.768172331407735,65.69569575785283,16.445661679668515,11.198110293543975,26.026407107201347,21.969601455288807,-13.462260370271602,22.724059768044015,0.5627211400588397,0.48978095910895675,3,,
1.7650,20.00,0,2.1926,60.8649,0.8916,0.2318,0.2318, 0.20,0.1264,0.0486,0.1410,0.4859,0.0409,0.2685,0.2122, 0.6998,0.2698,0.2456,0.2456,0.7805,0.3205,0.2689 ,0.2590,0.1750, 0.0875,13.6259,12.0363,48,-10.938406761815473,66.5620030225138,20.424243566547283,16.345650434659824,22.351879320399608,19.080627410728447,-13.735460329841878,20.20867141208116,0.6810473650794263,0.47108102011451775,3,,
1.7650,20.00,0,2.4146,66.9286,0.9377,0.1803,0.1803, 0.15,0.1219,0.0531,0.1260,0.5091,0.0641,0.2408,0.1875, 0.6807,0.2507,0.2282,0.2282,0.7496,0.2896,0.2550 ,0.2472,0.1750, 0.0875,15.1348,13.4461,64,-10.362077868929847,67.1401621392181,17.439878179384024,15.774575683867223,28.604630809539806,22.810339878167866,-17.529185813312967,20.976727675284796,0.7415313029403051,0.4383686678656931,3,,
1.7650,20.00,0,2.6446,79.4319,0.9491,0.1799,0.1799, 0.15,0.1184,0.0566,0.1212,0.5090,0.0640,0.2192,0.1757, 0.6478,0.2178,0.2261,0.2261,0.7235,0.2635,0.2446 ,0.2383,0.1750, 0.0875,16.8688,14.1701,70,-12.283474860520514,67.2657483440889,17.439878179384024,15.774575683867223,28.604630809539806,22.810339878167866,-18.146053743754184,20.27198484233464,0.7504782208167772,0.4006737794050504,3,,
1.7650,20.00,0,2.7420,72.6922,0.9931,0.1777,0.1777, 0.14,0.1185,0.0565,0.1050,0.5184,0.0734,0.2060,0.1658, 0.6497,0.2197,0.2116,0.2116,0.6928,0.2328,0.2428 ,0.2379,0.1750, 0.0875,17.2854,14.4036,96,-14.283446570655178,68.13696112691507,18.64579254170726,17.98564169509633,27.977730045006837,23.80256163008356,-19.484988098707632,20.02467412260733,0.8414204186982166,0.43269870182836245,3,,
1.7650,20.00,0,2.9172,74.6291,0.9924,0.1721,0.1721, 0.14,0.1198,0.0552,0.0980,0.5183,0.0733,0.1924,0.1569, 0.6306,0.2006,0.2066,0.2066,0.6777,0.2177,0.2329 ,0.2287,0.1750, 0.0875,18.6881,14.7211,112,-13.762613136647795,69.57517079387215,20.819455776572827,19.828850081846916,25.177087522717034,23.759780384548822,-18.116887345454373,19.307781739996713,0.8435620375539279,0.4047922324634186,3,,
1.7650,20.00,0,3.0167,75.6116,1.0391,0.1772,0.1772, 0.15,0.1150,0.0600,0.0932,0.5235,0.0785,0.1813,0.1475, 0.6255,0.1955,0.1966,0.1966,0.6645,0.2045,0.2245 ,0.2207,0.1750, 0.0875,19.3693,14.9932,129,-7.709700706754174,70.89426546583809,20.819455776572827,19.828850081846916,25.177087522717034,23.759780384548822,-19.303739770025935,19.705758023527963,0.8677983166071903,0.38774943394339006,3,,
1.7650,20.00,0,2.6288,64.8490,1.0396,0.1718,0.1718, 0.14,0.1015,0.0735,0.0882,0.5199,0.0749,0.1726,0.1426, 0.6087,0.1787,0.1949,0.1949,0.6530,0.1930,0.2170 ,0.2138,0.1750, 0.0875,16.7524,15.3211,173,-5.16263991761945,67.53815139510705,19.996475638337476,19.73198893492734,25.336802827207837,23.482989906831282,-13.326143306033302,24.455077591969523,0.8628054882299352,0.36815623882791937,3,,
1.7650,20.00,0,2.8017,69.2613,1.0466,0.1675,0.1675, 0.14,0.0994,0.0756,0.0869,0.5356,0.0906,0.1727,0.1418, 0.6087,0.1787,0.1866,0.1866,0.6619,0.2019,0.2099 ,0.2066,0.1750, 0.0875,17.8978,16.0169,181,-7.982154704067116,67.76866096096838,19.814291853703338,19.636943102827004,25.187472166858083,23.335487494027724,-10.487065772907116,27.55173534312917,0.8572676202274786,0.3514597662090071,3,,
1.7650,20.00,0,2.8691,70.8651,1.0685,0.1633,0.1633, 0.13,0.1010,0.0740,0.0840,0.5312,0.0862,0.1657,0.1381, 0.5982,0.1682,0.1830,0.1830,0.6494,0.1894,0.2063 ,0.2034,0.1750, 0.0875,18.3049,15.8804,196,-10.462438145369422,67.83132919717323,21.87995270546192,19.95896085091262,23.636023960553285,22.375579079496728,-8.639981000409584,27.42092438228651,0.8644736377374389,0.33734477452147016,3,,
1.7650,20.00,0,2.9986,71.2252,1.0749,0.1515,0.1515, 0.12,0.1015,0.0735,0.0821,0.5402,0.0952,0.1621,0.1342, 0.5989,0.1689,0.1763,0.1763,0.6514,0.1914,0.1989 ,0.1961,0.1750, 0.0875,19.1443,16.0374,214,-9.56412141844142,68.64615987760199,21.8460723443252,19.71590511406417,24.73587275721928,23.43378571286425,-4.883668560559308,29.672188475246084,0.8670895377046276,0.3242370287133116,3,,
1.7650,20.00,0,3.0314,72.8079,1.0825,0.1450,0.1450, 0.12,0.1026,0.0724,0.0800,0.5395,0.0945,0.1560,0.1297, 0.5947,0.1647,0.1711,0.1711,0.6430,0.1830,0.1947 ,0.1921,0.1750, 0.0875,19.4638,15.9528,227,-8.664676958406101,69.07540111728413,22.931576946823174,20.575918490826226,23.067110529880043,22.90418101926959,-4.369994855041678,28.93126670383456,0.8779974472802359,0.31490818091188266,3,,
1.7650,20.00,0,3.0620,74.1499,1.0861,0.1394,0.1394, 0.11,0.1038,0.0712,0.0784,0.5424,0.0974,0.1526,0.1273, 0.5994,0.1694,0.1666,0.1666,0.6337,0.1737,0.1919 ,0.1896,0.1750, 0.0875,19.6871,15.9668,241,-8.821878015538466,69.13849215090016,22.040810953452063,20.31951347891141,25.753529576655488,24.561125709885847,-1.9540934358084874,30.301455055214795,0.9098944271348258,0.32680247976216453,3,,
1.7650,20.00,0,3.0801,74.0356,1.0864,0.1386,0.1386, 0.11,0.1054,0.0696,0.0766,0.5431,0.0981,0.1487,0.1245, 0.5926,0.1626,0.1639,0.1639,0.6331,0.1731,0.1862 ,0.1840,0.1750, 0.0875,19.9819,15.9330,258,-10.326914671268517,69.55132833840048,22.091762630262718,20.241418792739005,24.74186338598053,24.22078486241496,-1.116463192915396,29.58252951733734,0.9015313040342744,0.3180786017637085,3,,
1.7650,20.00,0,3.0373,73.0801,1.1028,0.1444,0.1444, 0.12,0.1016,0.0734,0.0766,0.5390,0.0940,0.1450,0.1229, 0.5856,0.1556,0.1619,0.1619,0.6248,0.1648,0.1842 ,0.1822,0.1750, 0.0875,19.7469,15.8780,280,-8.629872228192264,69.40228049384848,21.35256913551964,20.190629585477826,25.513501945847633,24.14651139518495,0.7757078295208856,29.398524655158695,0.9052091282613973,0.3089320436185526,3,,
1.7650,20.00,0,3.0295,71.7666,1.0861,0.1420,0.1420, 0.12,0.0992,0.0758,0.0762,0.5388,0.0938,0.1409,0.1197, 0.5817,0.1517,0.1584,0.1584,0.6213,0.1613,0.1799 ,0.1780,0.1750, 0.0875,19.8014,15.5441,303,-8.342257545736194,69.33560933924826,20.138088410837213,19.246861632564432,25.14903835307567,23.563104632161842,0.19931934104503812,28.85104400638879,0.9059872725666734,0.3002451234115042,3,,
1.7650,20.00,0,2.9886,71.3541,1.0809,0.1363,0.1363, 0.12,0.1011,0.0739,0.0755,0.5413,0.0963,0.1382,0.1173, 0.5789,0.1489,0.1549,0.1549,0.6225,0.1625,0.1754 ,0.1735,0.1750, 0.0875,19.3876,15.5063,324,-6.5158057562065395,69.67954869639262,19.89963742573759,18.986578031788234,25.28321598576326,23.203221515095702,-2.1094148628726828,29.879056870809105,0.9011138202614918,0.29296767364010895,3,,
1.7650,20.00,0,3.0060,72.3247,1.0851,0.1332,0.1332, 0.12,0.1022,0.0728,0.0743,0.5384,0.0934,0.1354,0.1159, 0.5728,0.1428,0.1536,0.1536,0.6175,0.1575,0.1727 ,0.1709,0.1750, 0.0875,19.5686,15.3853,338,-7.0609652965331025,69.80282699636685,20.47261609828372,19.274826266820277,24.49380907075332,22.78506611125669,-2.53337008470485,29.394875514594464,0.8996997297749043,0.2856160854965515,3,,
1.7650,20.00,0,3.0612,72.6027,1.0822,0.1290,0.1290, 0.11,0.1017,0.0733,0.0730,0.5405,0.0955,0.1324,0.1132, 0.5725,0.1425,0.1501,0.1501,0.6165,0.1565,0.1687 ,0.1670,0.1750, 0.0875,19.9310,15.4808,354,-7.4661245587178104,70.09589182963254,19.938696209461476,19.23352137166346,25.57188631203719,23.294044460912016,-4.559103039195723,30.453830343672596,0.9019236766319174,0.278910146013017,3,,
1.7650,20.00,0,3.0772,73.7500,1.0806,0.1263,0.1263, 0.11,0.1017,0.0733,0.0719,0.5388,0.0938,0.1299,0.1116, 0.5714,0.1414,0.1469,0.1469,0.6098,0.1498,0.1680 ,0.1664,0.1750, 0.0875,20.0742,15.4092,366,-7.70333273926093,70.39571186906916,20.20955588225634,19.667132028341378,24.912544535097965,22.87325718654268,-4.619764975421996,29.988942496284476,0.9146670775034262,0.27868476907493556,3,,
1.7650,20.00,0,3.1337,73.2752,1.0775,0.1227,0.1227, 0.11,0.1018,0.0732,0.0704,0.5402,0.0952,0.1276,0.1097, 0.5691,0.1391,0.1442,0.1442,0.6104,0.1504,0.1645 ,0.1629,0.1750, 0.0875,20.5395,15.4219,386,-7.809663056989889,70.40012446517007,19.750717244437922,19.70784363048999,26.728777345291707,24.25061378209894,-6.20152039676204,30.38836568104611,0.9110156096716895,0.2730966558694499,3,,
1.7650,20.00,0,3.1129,74.3066,1.0805,0.1215,0.1215, 0.11,0.1020,0.0730,0.0695,0.5379,0.0929,0.1253,0.1083, 0.5656,0.1356,0.1423,0.1423,0.6057,0.1457,0.1628 ,0.1613,0.1750, 0.0875,20.4702,15.3646,398,-7.578974693757566,70.66115141927122,19.9668438534844,19.698456200429224,26.344725157826275,24.215018066885165,-6.1383515989603845,29.948216836179963,0.9137345632135097,0.2676644194306019,3,,
1.7650,20.00,0,2.9275,66.9310,1.0763,0.1195,0.1195, 0.11,0.0981,0.0769,0.0701,0.5376,0.0926,0.1241,0.1075, 0.5676,0.1376,0.1399,0.1399,0.5993,0.1393,0.1628 ,0.1601,0.1750, 0.0875,19.2519,15.3772,459,-5.054591100925174,69.82052578179393,19.850144817396625,19.580105050295625,26.169286944724288,24.05605319248248,-5.091388694945542,29.71154689402006,0.9334606459471565,0.2794947440155334,3,,
1.7650,20.00,0,2.9420,66.7383,1.0674,0.1215,0.1215, 0.11,0.0993,0.0757,0.0697,0.5365,0.0915,0.1219,0.1060, 0.5644,0.1344,0.1383,0.1383,0.5971,0.1371,0.1601 ,0.1575,0.1750, 0.0875,19.4703,15.3986,477,-4.445672199613908,70.17487524813541,20.01617948863709,19.552112109300523,25.60605109343889,23.909820145698767,-4.545096011331321,29.38967231728401,0.9316284732815246,0.27422020595103724,3,,
1.7650,20.00,0,2.9522,67.2176,1.0701,0.1204,0.1204, 0.11,0.0994,0.0756,0.0689,0.5391,0.0941,0.1205,0.1047, 0.5673,0.1373,0.1366,0.1366,0.5959,0.1359,0.1574 ,0.1548,0.1750, 0.0875,19.5996,15.4133,490,-4.671035103953164,70.3120762668078,19.77107733449795,19.50791541816206,25.765986447439836,23.90812977960991,-3.229361665237449,30.2011242273098,0.9395974471440003,0.2721447698431832,3,,
1.7650,20.00,0,2.9566,65.5610,1.0692,0.1176,0.1176, 0.11,0.1013,0.0737,0.0682,0.5399,0.0949,0.1186,0.1031, 0.5685,0.1385,0.1344,0.1344,0.5933,0.1333,0.1552 ,0.1528,0.1750, 0.0875,19.8412,15.3978,518,-5.805943025651084,70.51418388783651,19.57732212869265,19.403258495942215,26.1846648536078,24.12994315760796,-1.5790683420758276,30.554151892917687,0.9473368012885561,0.2702497213476538,3,,
1.7650,20.00,0,2.9613,67.2373,1.0703,0.1175,0.1175, 0.11,0.1018,0.0732,0.0681,0.5407,0.0957,0.1167,0.1013, 0.5676,0.1376,0.1322,0.1322,0.5930,0.1330,0.1526 ,0.1503,0.1750, 0.0875,19.9745,15.3969,523,-5.247219403691318,70.72604130768423,19.6218232372288,19.36372143457684,26.127442951816462,24.02600849430755,-1.28764247361211,30.55703718662834,0.9467217180532022,0.26556931264317823,3,,
1.7650,20.00,0,2.9505,68.1749,1.0704,0.1173,0.1173, 0.11,0.1026,0.0724,0.0678,0.5384,0.0934,0.1155,0.1009, 0.5654,0.1354,0.1307,0.1307,0.5883,0.1283,0.1524 ,0.1494,0.1750, 0.0875,19.9307,15.3186,533,-6.244355940565658,70.55742792024708,19.68858904434609,19.374267151662824,25.978536921009386,23.890080516798296,-1.033814193455362,30.343964768036138,0.9524211524935575,0.2629033679112952,3,,
1.7500,21.00,0,1.2439,22.6903,0.5000,0.5000,0.5000, 0.17,0.1407,0.0403,0.2356,0.5365,0.2005,0.4115,0.1713, 0.8698,0.5308,0.1842,0.1842,1.0000,0.6670,0.0000 ,0.0000,0.1810, 0.0905,4.2311,6.5359,18,16.383069100503125,46.439171848917816,3.5951134243653846,1.9843354437646472,5.94756352764846,3.685549487196987,25.787652702186616,26.548380310261727,0.3046769705492688,0.3046769705492688,3,,
1.7500,21.00,0,1.8307,45.6439,0.8226,0.4136,0.4136, 0.13,0.1310,0.0500,0.1841,0.5211,0.1851,0.3193,0.1848, 0.7754,0.4364,0.2284,0.2284,0.8759,0.5429,0.2149 ,0.2149,0.1810, 0.0905,11.6445,12.1910,31,-5.665268583067465,58.44164535414606,25.13987408708022,22.31687820168317,8.625099159416317,5.21583946002171,17.49523163464307,22.734602069967153,0.5287535739727632,0.4028722121537713,3,,
1.7500,21.00,0,2.4299,54.9486,0.9170,0.3506,0.3506, 0.11,0.1296,0.0514,0.1496,0.5360,0.2000,0.2734,0.1648, 0.7488,0.4098,0.2111,0.2111,0.8016,0.4686,0.2430 ,0.2430,0.1810, 0.0905,15.2533,14.6867,48,-4.943781812705492,65.62491490905406,16.597616287858436,19.72234475593876,23.946735747032754,28.630832409014403,22.611502609988985,23.81819882399179,0.7151565280679049,0.4753605982624574,3,,
1.7500,21.00,0,2.7964,60.7572,0.9608,0.3316,0.3316, 0.12,0.1274,0.0536,0.1304,0.5487,0.2127,0.2431,0.1474, 0.7161,0.3771,0.2061,0.2061,0.7736,0.4406,0.2305 ,0.2305,0.1810, 0.0905,18.4258,15.6708,64,-10.746092793670238,67.40340162660799,22.34724147469326,22.327779284570283,18.883948772939487,24.77489740449363,19.263448407394506,22.225366815625677,0.7465553904078204,0.429787986022547,3,,
1.7500,21.00,0,3.2000,58.8457,1.1569,0.2520,0.2520, 0.11,0.1293,0.0517,0.1118,0.5458,0.2098,0.2259,0.1473, 0.6726,0.3336,0.2186,0.2186,0.7565,0.4235,0.2175 ,0.2175,0.1810, 0.0905,22.0733,16.1503,88,-5.507717747957705,66.92354373363119,20.829500557267938,21.84531306024819,20.934311828666527,24.162682572036704,20.388257529543953,21.199637825146908,0.7269516161768917,0.394782176980653,3,,
1.7500,21.00,0,3.1921,57.6629,1.1623,0.2203,0.2203, 0.11,0.1267,0.0543,0.1015,0.5489,0.2129,0.2096,0.1387, 0.6676,0.3286,0.2049,0.2049,0.7244,0.3914,0.2204 ,0.2204,0.1810, 0.0905,21.7348,16.0153,113,0.1550669796905171,67.01883644954741,20.922237599817706,21.369783582752934,21.91048466273019,25.457621407797156,19.858575502633666,21.302359663697736,0.8040967893121852,0.41145658833129933,3,,
1.7500,21.00,0,2.8734,57.6190,1.1104,0.2198,0.2198, 0.15,0.1164,0.0646,0.0994,0.5223,0.1863,0.2066,0.1548, 0.6319,0.2929,0.2181,0.2181,0.6832,0.3502,0.2383 ,0.2383,0.1810, 0.0905,19.5809,16.0622,136,-2.242654880145201,66.46500534493202,21.641627297704208,21.48512787829254,21.139662268208824,24.945153421432952,19.102242525648162,19.711770659511647,0.8259503396825423,0.38920110767777427,3,,
1.7500,21.00,0,2.4076,50.7914,1.0618,0.1860,0.1860, 0.14,0.1138,0.0672,0.0960,0.5190,0.1830,0.1944,0.1476, 0.6202,0.2812,0.2098,0.2098,0.6620,0.3290,0.2348 ,0.2348,0.1810, 0.0905,16.0908,15.8354,180,-0.774050795244418,65.43698411559575,21.23192030850216,20.564129771460223,19.843856855746225,23.95438386876256,10.168289913555586,24.46105159939475,0.8556562414622488,0.37643883094367003,3,,
1.7500,21.00,0,2.4453,53.5091,1.0323,0.1907,0.1907, 0.16,0.1146,0.0664,0.0932,0.5133,0.1773,0.1847,0.1426, 0.6072,0.2682,0.2043,0.2043,0.6430,0.3100,0.2318 ,0.2318,0.1810, 0.0905,16.3370,15.6246,194,-1.4343583446514503,66.31811584515873,23.199599646699014,20.482568317514968,18.706387996569894,22.159499844938942,8.805307942645568,24.17571320109257,0.8751284476495397,0.3618674832341483,3,,
1.7500,21.00,0,2.4283,57.6468,1.0291,0.1884,0.1884, 0.16,0.1146,0.0664,0.0916,0.5003,0.1643,0.1802,0.1447, 0.5864,0.2474,0.2074,0.2074,0.6225,0.2895,0.2321 ,0.2321,0.1810, 0.0905,16.3838,15.4692,201,1.1709121575689658,66.60361647947866,22.42229643134561,19.861930633986397,23.365265636047205,26.880804724151695,7.758815909321229,24.55169243063615,0.8775630666209978,0.34511299399566175,3,,
1.7500,21.00,0,2.5279,60.8706,1.0188,0.1853,0.1853, 0.16,0.1151,0.0659,0.0897,0.5105,0.1745,0.1754,0.1404, 0.5888,0.2498,0.1994,0.1994,0.6221,0.2891,0.2230 ,0.2230,0.1810, 0.0905,16.9892,15.6382,210,-0.8011540574812428,66.76767285158937,20.99814621707263,19.600992801115382,24.169863903458328,26.81421834935323,5.379137846580639,26.634364543939455,0.8877993484257661,0.3321600917072697,3,,
1.7500,21.00,0,2.5999,60.9835,1.0208,0.1850,0.1850, 0.16,0.1155,0.0655,0.0864,0.5157,0.1797,0.1700,0.1360, 0.5835,0.2445,0.1931,0.1931,0.6231,0.2901,0.2149 ,0.2149,0.1810, 0.0905,17.8158,15.7514,227,-1.8786781577966336,67.60139336669538,22.647364100912974,20.32033663192085,21.875804117286275,25.526134906895873,4.358818294771218,26.10775613046712,0.8818237139711854,0.3197997448631308,3,,
1.7500,21.00,0,2.7160,60.7587,1.0494,0.1889,0.1889, 0.16,0.1161,0.0649,0.0833,0.5263,0.1903,0.1680,0.1347, 0.5864,0.2474,0.1868,0.1868,0.6276,0.2946,0.2083 ,0.2083,0.1810, 0.0905,18.8795,16.1876,246,-1.6003259957477698,67.85111383045498,21.746141569016157,19.90099494049975,24.061668212716906,26.632365585167214,1.3978732066094037,27.587314183539156,0.8836133102532057,0.3082342895743875,3,,
1.7500,21.00,0,2.7434,58.5397,1.0659,0.1844,0.1844, 0.16,0.1164,0.0646,0.0797,0.5274,0.1914,0.1634,0.1314, 0.5883,0.2493,0.1811,0.1811,0.6176,0.2846,0.2054 ,0.2054,0.1810, 0.0905,19.3150,16.0709,274,-0.8949850164961726,68.20213001051415,23.04245441747363,20.476229725477967,22.875081322837435,26.201986084468118,-0.523114133465185,27.673042564512112,0.9127081538873337,0.3170577619563771,3,,
1.7500,21.00,0,2.4817,51.2692,1.0718,0.1663,0.1663, 0.14,0.1066,0.0744,0.0802,0.5295,0.1935,0.1582,0.1272, 0.5862,0.2472,0.1758,0.1758,0.6146,0.2816,0.1996 ,0.1996,0.1810, 0.0905,17.2425,16.2088,336,-1.601162000686838,65.03024586332515,22.283272910969657,20.4583516581782,22.15506709011561,25.372058314313715,0.7779916796465794,26.877502915372762,0.9165935613215556,0.30735845320193506,3,,
1.7500,21.00,0,2.5083,53.9303,1.0732,0.1657,0.1657, 0.14,0.1064,0.0746,0.0799,0.5339,0.1979,0.1545,0.1240, 0.5857,0.2467,0.1709,0.1709,0.6154,0.2824,0.1940 ,0.1940,0.1810, 0.0905,17.3539,16.3053,341,-1.895707134910976,64.67591215700062,22.283272910969657,20.4583516581782,22.15506709011561,25.372058314313715,1.0112593274400166,26.799793215143506,0.9166812971553678,0.2981817047506234,3,,
1.7500,21.00,0,2.5347,54.4367,1.0756,0.1644,0.1644, 0.14,0.1059,0.0751,0.0784,0.5340,0.1980,0.1502,0.1208, 0.5813,0.2423,0.1674,0.1674,0.6129,0.2799,0.1892 ,0.1892,0.1810, 0.0905,17.6517,16.1986,359,-1.813509355231572,64.75871577780413,21.789649390190473,20.121763206957898,21.307285108566838,24.70977405968191,1.1665280211802491,26.251941144960522,0.9147773102481874,0.2898868452282973,3,,
1.7500,21.00,0,2.5732,55.1264,1.0759,0.1632,0.1632, 0.14,0.1065,0.0745,0.0769,0.5340,0.1980,0.1487,0.1208, 0.5850,0.2460,0.1639,0.1639,0.6030,0.2700,0.1894 ,0.1894,0.1810, 0.0905,17.9615,16.1873,375,-1.54614510341173,64.69002878470468,21.24309475410031,19.992938346559793,22.506480836898117,24.96697943771582,2.600132929756473,26.994531386737098,0.9498952992312123,0.3190774787965358,3,,
1.7500,21.00,0,2.6222,55.3369,1.0744,0.1634,0.1634, 0.14,0.1072,0.0738,0.0753,0.5358,0.1998,0.1458,0.1186, 0.5811,0.2421,0.1609,0.1609,0.6044,0.2714,0.1849 ,0.1849,0.1810, 0.0905,18.5000,16.2891,393,-2.197297905933967,65.36690802688081,22.031894538591068,20.341245761032198,21.242604993987904,24.145011682043116,2.958038983054239,26.57814648770909,0.9423507767785528,0.3127321412377229,3,,
1.7500,21.00,0,2.6204,57.5661,1.0752,0.1633,0.1633, 0.14,0.1071,0.0739,0.0751,0.5320,0.1960,0.1436,0.1180, 0.5733,0.2343,0.1612,0.1612,0.6000,0.2670,0.1818 ,0.1818,0.1810, 0.0905,18.5959,16.2721,397,-1.5900917578757898,65.3592171049751,21.874020238597115,20.254598297249725,21.444313209672597,24.10137805257248,2.9112572077789918,26.458714067119498,0.9357825455779477,0.30660563633859994,3,,
1.7500,21.00,0,2.6880,55.8941,1.0714,0.1582,0.1582, 0.14,0.1070,0.0740,0.0726,0.5345,0.1985,0.1426,0.1178, 0.5692,0.2302,0.1589,0.1589,0.6041,0.2711,0.1788 ,0.1788,0.1810, 0.0905,19.2503,16.5067,428,-1.940877253942707,65.78575134228367,21.67117886079489,20.18312815780328,21.963576237692067,24.540889043220922,4.122850995880793,26.236749946506144,0.9245846786735005,0.303919737314838,3,,
1.7500,21.00,0,2.5755,53.7181,1.0730,0.1535,0.1535, 0.13,0.1059,0.0751,0.0727,0.5342,0.1982,0.1398,0.1157, 0.5653,0.2263,0.1566,0.1566,0.6029,0.2699,0.1751 ,0.1751,0.1810, 0.0905,18.6048,16.4438,464,-2.1777102084012023,65.61951781853627,21.77817920270096,20.015509195825793,21.980277321059038,24.232438511365316,5.403298555075131,25.914312322933373,0.9204293591789171,0.2978776731844574,3,,
1.7500,21.00,0,2.4731,50.5202,1.0700,0.1410,0.1410, 0.12,0.1036,0.0774,0.0713,0.5362,0.2002,0.1371,0.1134, 0.5657,0.2267,0.1535,0.1535,0.6023,0.2693,0.1716 ,0.1716,0.1810, 0.0905,18.0244,16.2623,514,-2.4953970616969854,64.71172877762804,20.563113336456908,19.609139736811514,21.23084840993112,23.53417090492263,3.3262603881194783,26.072815022029793,0.9226466330031947,0.29179968068537016,3,,
1.7500,21.00,0,2.4862,51.1558,1.0701,0.1404,0.1404, 0.12,0.1030,0.0780,0.0708,0.5348,0.1988,0.1345,0.1116, 0.5624,0.2234,0.1514,0.1514,0.5993,0.2663,0.1690 ,0.1690,0.1810, 0.0905,18.1851,16.1728,529,-2.571951854224182,64.85859387082138,21.071958582094506,19.618994939867317,20.520789731936354,23.02336994484659,3.0084268660553914,25.798504759285613,0.922593918931492,0.2859042465454495,3,,
