Altura (m),Idade,Sexo,Velocidade média (m/s),Cadência,Comprimento médio passada,Erro absoluto médio do comprimento de passo em metros,Desvio padrão comprimento passo medido em metros,Desvio padrão do erro de comprimento de passo em metros,Largura da passada,Erro largura da passada,Desvio padrão largura da passada,Comprimento médio de meio passo em metros,Erro absoluto médio do meio comprimento de passo em metros,Desvio padrão do comprimento médio de meio passo em metros,Desvio padrão do erro de comprimento de meio passo em metros,Comprimento do Swing em metros,Erro absoluto médio do swing em metros,Desvio padrão do swing em metros,Desvio padrão do erro de swing em metros,Comprimento do Stance em metros,Erro absoluto médio do stance em metros,Desvio padrão do stance em metros,Desvio padrão do erro de stance em metros,Distância inicial do pé em metros,Erro absoluto médio da distância entre os pés em metros,Desvio padrão da distância inicial entre os pés,Desvio padrão do erro da distância inicial entre os pés em metros,Ângulo médio de abertura das pernas durante a caminhada (°),Desvio padrão do ângulo médio dos passos em graus,Número de amostras do ângulo,Ângulo médio da coxa do joelho esquerdo,Desvio padrão do ângulo  médio da coxa do joelho esquerdo,Ângulo médio de flexão do joelho esquerdo,Desvio padrão do ângulo de flexão do joelho esquerdo,Ângulo médio de flexão do joelho direito,Desvio padrão do ângulo de flexão do joelho direito,Ângulo extensão do quadril (°),Desvio padrão do ângulo de extensão do quadril (°),Simetria do comprimento de passo,Desvio padrão da simetria do comprimento de passo,Movimento
1.7650,20.00,0,1.8611,64.7990,1.0023,0.1346,0.1346, 0.11,0.1828,-0.0078,0.1736,0.5093,0.0643,0.1658,0.1379, 0.6109,0.1809,0.1852,0.1852,0.6324,0.1724,0.2274 ,0.2216,0.1750, 0.0875,13.4434,12.4819,146,9.166809003033674,48.25838981111914,14.47245080001577,14.70409086006181,12.22882629321813,13.820241443460965,-0.12817158503628132,14.676375782021042,0.90040892917363,0.34375704255589445,1,,
1.7650,20.00,0,1.8751,60.8500,1.0106,0.1259,0.1259, 0.10,0.1733,0.0017,0.1646,0.5092,0.0642,0.1582,0.1325, 0.5990,0.1690,0.1816,0.1816,0.6254,0.1654,0.2189 ,0.2136,0.1750, 0.0875,13.3432,12.5415,176,6.56288234379192,47.22746835285259,13.840926067227333,14.137103117665465,12.270297011596616,13.712664948295476,-2.095731973624731,14.595589988887356,0.8963593317693276,0.32800955631489165,1,,
1.7650,20.00,0,1.8464,59.2656,1.0150,0.1197,0.1197, 0.09,0.1808,-0.0058,0.1676,0.5123,0.0673,0.1516,0.1268, 0.5933,0.1633,0.1756,0.1756,0.6207,0.1607,0.2110 ,0.2061,0.1750, 0.0875,13.0261,12.1524,200,7.773433159713458,47.63203332796595,13.588043292437563,13.788578270009733,11.576115465200816,13.291771270182284,-1.1021356748603521,14.124003367726253,0.8992407127087771,0.3141906096597545,1,,
1.7650,20.00,0,1.8986,63.2125,1.0167,0.1190,0.1190, 0.09,0.1802,-0.0052,0.1659,0.5157,0.0707,0.1469,0.1229, 0.5861,0.1561,0.1712,0.1712,0.6204,0.1604,0.2033 ,0.1986,0.1750, 0.0875,13.4484,12.3504,205,8.6713557189278,47.40468433577552,13.236189841033813,13.635976443416506,12.395361427735985,13.795115950334525,-0.9652353941098885,13.980529909074626,0.8914590548729643,0.30306578688888286,1,,
1.7650,20.00,0,1.8653,59.7569,1.0312,0.1184,0.1184, 0.09,0.1700,0.0050,0.1636,0.5159,0.0709,0.1420,0.1193, 0.5783,0.1483,0.1680,0.1680,0.6170,0.1570,0.1968 ,0.1924,0.1750, 0.0875,13.7671,12.8498,230,5.824015201957646,47.65481905689043,12.759528772324053,13.303943771837568,13.083636566112391,14.437697251259426,0.5533124794874195,14.345982436229525,0.8865296899784452,0.29258181731628924,1,,
1.7650,20.00,0,1.7359,50.8398,1.0305,0.1176,0.1176, 0.09,0.1628,0.0122,0.1564,0.5173,0.0723,0.1385,0.1169, 0.5804,0.1504,0.1628,0.1628,0.6073,0.1473,0.1943 ,0.1903,0.1750, 0.0875,13.1676,12.0914,282,3.1646219121309906,47.78762977564242,12.42528237501845,12.92059242618599,12.679192043281189,13.489989769012583,-0.34971300148804657,13.547389497228442,0.9158121916565294,0.3031529105350526,1,,
1.7650,20.00,0,1.6763,49.2522,1.0240,0.1162,0.1162, 0.09,0.1632,0.0118,0.1536,0.5213,0.0763,0.1357,0.1143, 0.5837,0.1537,0.1585,0.1585,0.6022,0.1422,0.1895 ,0.1858,0.1750, 0.0875,13.0055,12.0357,308,2.2446321107603175,48.29567359765742,11.951226000138272,12.598249155877417,13.701628048651413,14.630264979150452,-0.8330719308808603,13.410956604196771,0.9349282264282378,0.30271962853258133,1,,
1.7650,20.00,0,1.6549,49.9283,1.0260,0.1161,0.1161, 0.09,0.1636,0.0114,0.1535,0.5198,0.0748,0.1316,0.1115, 0.5790,0.1490,0.1553,0.1553,0.5962,0.1362,0.1858 ,0.1824,0.1750, 0.0875,12.8298,11.9551,323,4.057322509509466,48.39253627237186,12.06903662215073,12.516884503992651,13.648517042018302,14.512646968211083,-1.326486635086621,13.446403129450255,0.9393484645843245,0.2942129330383452,1,,
1.7650,20.00,0,1.6655,50.6778,1.0350,0.1145,0.1145, 0.09,0.1659,0.0091,0.1532,0.5233,0.0783,0.1286,0.1086, 0.5796,0.1496,0.1512,0.1512,0.5948,0.1348,0.1810 ,0.1777,0.1750, 0.0875,12.9627,11.8138,337,4.128579850502451,48.12466744481012,11.678637427438867,12.311373474246395,13.719359650248938,14.17667979184798,-1.5476836569049686,13.257367203881028,0.9448132403004554,0.2868099994546805,1,,
1.7650,20.00,0,1.6650,49.3316,1.0387,0.1090,0.1090, 0.09,0.1675,0.0075,0.1502,0.5239,0.0789,0.1252,0.1057, 0.5782,0.1482,0.1475,0.1475,0.5910,0.1310,0.1772 ,0.1741,0.1750, 0.0875,13.1999,11.8268,363,2.404993532842811,48.586131362813255,11.594772153759964,12.147819690984011,15.023058893280574,15.417038064821403,-0.4100551564548469,13.625951184356568,0.9509012721883238,0.28035273809642053,1,,
1.7650,20.00,0,1.6505,49.9746,1.0396,0.1085,0.1085, 0.09,0.1696,0.0054,0.1502,0.5235,0.0785,0.1221,0.1033, 0.5741,0.1441,0.1451,0.1451,0.5887,0.1287,0.1732 ,0.1703,0.1750, 0.0875,13.1990,11.7206,377,3.2672011048573135,48.56684166883552,11.920523810658905,12.568523861170075,14.878188539866654,15.137385605785852,0.2778076174262376,13.872654668564238,0.9486552846907552,0.27342936858939937,1,,
1.7650,20.00,0,1.6450,50.5395,1.0398,0.1077,0.1077, 0.09,0.1711,0.0039,0.1505,0.5234,0.0784,0.1196,0.1016, 0.5739,0.1439,0.1418,0.1418,0.5833,0.1233,0.1710 ,0.1683,0.1750, 0.0875,13.1676,11.6467,391,3.2838024907786503,48.013657853304544,11.811536549686407,12.481630226871184,14.755457193865482,15.042667577235601,0.2531224494587368,13.768397405086395,0.9613936627564622,0.27285302409877704,1,,
1.7650,20.00,0,1.6312,50.9108,1.0353,0.1058,0.1058, 0.09,0.1702,0.0048,0.1494,0.5230,0.0780,0.1169,0.0995, 0.5723,0.1423,0.1389,0.1389,0.5794,0.1194,0.1683 ,0.1657,0.1750, 0.0875,13.0940,11.6617,406,2.561086637233194,48.12857607303783,11.857647064880048,12.488096956818879,15.066634626739148,15.147849792146015,-0.04615806430421998,13.63566768371179,0.9672784596983833,0.2679402641828972,1,,
1.7650,20.00,0,1.6122,51.4238,1.0357,0.1048,0.1048, 0.09,0.1709,0.0041,0.1483,0.5209,0.0759,0.1147,0.0984, 0.5675,0.1375,0.1379,0.1379,0.5759,0.1159,0.1656 ,0.1632,0.1750, 0.0875,13.0546,11.6630,419,2.6869810877489333,48.48311914939645,11.917612538702619,13.054827799837183,15.836635083183811,15.757193461611227,-0.1407932204135019,14.089159068021198,0.9651949842255466,0.2622328996366172,1,,
1.7650,20.00,0,1.6130,53.0840,1.0352,0.1039,0.1039, 0.09,0.1720,0.0030,0.1486,0.5198,0.0748,0.1124,0.0968, 0.5639,0.1339,0.1363,0.1363,0.5734,0.1134,0.1627 ,0.1604,0.1750, 0.0875,13.0816,11.6513,424,2.7072205334958572,48.43774404997931,12.118123382411214,13.33412570394652,15.783248122415438,15.737198397687177,-0.32703384856711015,14.111058459785415,0.9637792627466134,0.2568013588314996,1,,
1.7650,20.00,0,1.6037,53.8110,1.0318,0.1026,0.1026, 0.09,0.1740,0.0010,0.1497,0.5185,0.0735,0.1105,0.0955, 0.5621,0.1321,0.1339,0.1339,0.5688,0.1088,0.1611 ,0.1588,0.1750, 0.0875,13.0427,11.5742,435,3.182159372958677,48.52866632799331,12.272459576389984,13.484021553317472,15.77049125254007,15.700017340131849,-0.641056165825259,14.100658998284032,0.9707474547853915,0.2539180914955439,1,,
1.7650,20.00,0,1.5994,54.2115,1.0259,0.1019,0.1019, 0.09,0.1751,-0.0001,0.1498,0.5191,0.0741,0.1089,0.0943, 0.5632,0.1332,0.1315,0.1315,0.5655,0.1055,0.1591 ,0.1568,0.1750, 0.0875,13.0402,11.4840,448,3.028351247282865,48.91990272692675,12.112535442292037,13.397875588381874,15.54846318880913,15.590202583520428,-0.5727439135736185,13.988662565907587,0.9809655567452977,0.2541748470503252,1,,
1.7650,20.00,0,1.6095,54.0873,1.0243,0.0985,0.0985, 0.08,0.1740,0.0010,0.1481,0.5184,0.0734,0.1069,0.0928, 0.5607,0.1307,0.1298,0.1298,0.5634,0.1034,0.1565 ,0.1544,0.1750, 0.0875,13.2285,11.6365,465,2.181147799792754,49.49300044061398,12.144486983907369,13.324358940195468,15.606042052916266,15.364851727284899,-0.35842374114471476,13.812203429574799,0.9805078305772568,0.24943441600707822,1,,
1.7650,20.00,0,1.6046,54.3585,1.0285,0.0971,0.0971, 0.08,0.1763,-0.0013,0.1478,0.5193,0.0743,0.1051,0.0911, 0.5598,0.1298,0.1276,0.1276,0.5630,0.1030,0.1538 ,0.1517,0.1750, 0.0875,13.2755,11.5591,479,2.5586094796017886,49.811448340004915,12.081788892882798,13.233184297132924,15.814689648522297,15.700577532554458,0.19176794676427172,14.00976898830621,0.9801146141560231,0.24494825583884314,1,,
1.7500,21.00,0,1.3563,9.1142,0.5000,0.5000,0.5000, 0.17,0.1013,0.0797,0.1468,0.4832,0.1472,0.4089,0.2261, 0.8165,0.4775,0.2595,0.2595,1.0000,0.6670,0.0000 ,0.0000,0.1810, 0.0905,10.2027,4.2909,52,20.510510586834148,51.13247868075289,12.924061268573714,10.876359587376369,4.0169211519152555,2.9886067150350657,10.792696045510576,4.985433044153702,0.22476865023824813,0.22476865023824813,1,,
1.7500,21.00,0,1.4926,22.3147,0.9288,0.2488,0.2488, 0.09,0.1327,0.0483,0.1544,0.4857,0.1497,0.3168,0.2051, 0.7366,0.3976,0.2639,0.2639,0.8706,0.5376,0.2241 ,0.2241,0.1810, 0.0905,11.2321,5.1623,67,26.400694216302025,47.66444655737412,14.80912343530641,14.778190716312146,8.768266045046618,6.203352236789145,11.748090177404746,4.943334341495058,0.49316673385795595,0.4216108316145898,1,,
1.7500,21.00,0,1.5265,32.3548,0.9268,0.1934,0.1934, 0.08,0.1442,0.0368,0.1538,0.4657,0.1297,0.2717,0.1992, 0.6849,0.3459,0.2577,0.2577,0.7671,0.4341,0.2881 ,0.2881,0.1810, 0.0905,11.4226,5.2002,79,24.91515832190808,45.68951970896831,12.125584993360787,13.685771630095287,8.086235128680205,5.942987833900085,10.563236299962124,5.541167269414509,0.7082917593794107,0.5216829495180757,1,,
1.7500,21.00,0,1.5499,43.3761,0.9250,0.1867,0.1867, 0.08,0.1501,0.0309,0.1542,0.4641,0.1281,0.2398,0.1811, 0.6439,0.3049,0.2525,0.2525,0.7189,0.3859,0.2842 ,0.2842,0.1810, 0.0905,11.5160,5.3862,83,24.027905158466044,45.292790601882224,11.252915881281647,12.981665424572038,7.732268855356767,5.725362519268019,10.41104745912752,5.648759602093427,0.7503091164425514,0.4741142404870256,1,,
1.7500,21.00,0,1.5471,49.7351,0.9277,0.1659,0.1659, 0.08,0.1510,0.0300,0.1498,0.4568,0.1208,0.2190,0.1717, 0.6212,0.2822,0.2403,0.2403,0.6681,0.3351,0.2911 ,0.2911,0.1810, 0.0905,11.4029,5.7765,94,16.980183241826218,47.599384327326575,12.477496707529316,12.95171233548583,8.03557779415821,5.670055001304536,8.672873855837068,7.389078939193277,0.8479974329846337,0.4848043902489141,1,,
1.7500,21.00,0,1.6813,53.9791,0.9255,0.1628,0.1628, 0.08,0.1545,0.0265,0.1415,0.4611,0.1251,0.2017,0.1584, 0.6037,0.2647,0.2295,0.2295,0.6455,0.3125,0.2788 ,0.2788,0.1810, 0.0905,12.4617,7.3792,108,9.07392043959112,52.51620095799599,11.764963316205478,11.786966786913629,13.53724400535379,14.077240892758667,5.033329802780547,12.546485718982616,0.867774977998566,0.4514484838308811,1,,
1.7500,21.00,0,1.6916,58.1545,0.9290,0.1552,0.1552, 0.08,0.1532,0.0278,0.1374,0.4540,0.1180,0.1891,0.1522, 0.5780,0.2390,0.2282,0.2282,0.6231,0.2901,0.2704 ,0.2704,0.1810, 0.0905,12.6014,7.4605,120,9.999446447398665,53.665234579933546,14.073785857390222,14.149355784699802,13.109916051560914,13.473510905433745,3.0537472251162585,13.341933034215536,0.8641666030988414,0.4223992891151332,1,,
1.7500,21.00,0,1.6869,60.6949,0.9255,0.1497,0.1497, 0.08,0.1559,0.0251,0.1396,0.4535,0.1175,0.1781,0.1445, 0.5691,0.2301,0.2182,0.2182,0.6018,0.2688,0.2643 ,0.2643,0.1810, 0.0905,12.4197,7.3024,134,10.598526038438372,52.1611905559489,12.192771682586601,13.149340558490488,13.107021023678447,12.351188365561098,1.943089828786912,13.308436836710186,0.9004245377292827,0.41123434774180695,1,,
1.7500,21.00,0,1.6938,61.4012,0.9238,0.1482,0.1482, 0.08,0.1660,0.0150,0.1440,0.4560,0.1200,0.1688,0.1370, 0.5586,0.2196,0.2106,0.2106,0.5926,0.2596,0.2537 ,0.2537,0.1810, 0.0905,12.4430,7.1138,151,9.081418809097054,50.835103471368804,12.56216360797559,12.48989361277304,12.52481288427911,11.457561468605071,1.6757086516691075,12.672705821412412,0.9013322498594396,0.39014066099058115,1,,
1.7500,21.00,0,1.7999,58.6499,0.9377,0.1327,0.1327, 0.07,0.1609,0.0201,0.1367,0.4579,0.1219,0.1607,0.1304, 0.5512,0.2122,0.2031,0.2031,0.5834,0.2504,0.2448 ,0.2448,0.1810, 0.0905,13.0446,8.0705,178,10.133504774834517,51.55615492186196,14.272945630775368,14.212403213422384,13.958498275114746,13.69872650299735,3.4167124574733996,12.902299594639153,0.9079085365544961,0.3725653797069704,1,,
1.7500,21.00,0,1.7740,60.3211,0.9372,0.1306,0.1306, 0.07,0.1654,0.0156,0.1380,0.4570,0.1210,0.1536,0.1252, 0.5444,0.2054,0.1966,0.1966,0.5719,0.2389,0.2385 ,0.2385,0.1810, 0.0905,13.0526,8.1020,191,11.907107232725542,50.31257453334902,13.727682721797438,13.980738412423483,13.714118260440381,13.447419458020013,3.8382345638504303,12.573081722591299,0.9208585215664532,0.35928067747434567,1,,
1.7500,21.00,0,1.6731,59.9942,0.9366,0.1287,0.1287, 0.07,0.1733,0.0077,0.1408,0.4563,0.1203,0.1475,0.1207, 0.5359,0.1969,0.1919,0.1919,0.5648,0.2318,0.2313 ,0.2313,0.1810, 0.0905,12.4716,8.1212,206,11.307494705193534,49.08700046982787,13.147609828046209,13.313334258583838,12.984178475891245,12.78638567809929,3.730054924570435,12.194965401557365,0.9194297114101598,0.34522119288689757,1,,
1.7500,21.00,0,1.6543,60.5067,0.9353,0.1262,0.1262, 0.07,0.1732,0.0078,0.1403,0.4535,0.1175,0.1423,0.1174, 0.5274,0.1884,0.1881,0.1881,0.5556,0.2226,0.2261 ,0.2261,0.1810, 0.0905,12.4605,8.0672,219,8.593988864274063,49.97961700209595,12.617378673604627,13.108739952971119,13.48380260053226,12.847105131493759,2.6491012974736883,13.141934357988546,0.9219764244273979,0.33279016793364574,1,,
1.7500,21.00,0,1.6870,63.6280,0.9319,0.1246,0.1246, 0.07,0.1700,0.0110,0.1403,0.4531,0.1171,0.1373,0.1136, 0.5219,0.1829,0.1834,0.1834,0.5492,0.2162,0.2203 ,0.2203,0.1810, 0.0905,12.8572,8.4005,224,7.287768123397323,50.51844900138508,13.126454157885565,13.245629080916027,13.45948037869686,12.562339590470435,1.9854196037318195,13.73291460042103,0.9252175702289167,0.3217344865681085,1,,
1.7500,21.00,0,1.7202,64.0812,0.9289,0.1243,0.1243, 0.08,0.1668,0.0142,0.1377,0.4498,0.1138,0.1343,0.1124, 0.5185,0.1795,0.1784,0.1784,0.5370,0.2040,0.2192 ,0.2192,0.1810, 0.0905,13.2683,8.6761,237,7.8405846669639265,51.536892850660266,13.740732236410881,13.972413160506228,13.23619674251036,12.22063495290158,1.4894857459290025,13.547423147999082,0.9523308624487288,0.32874073611547655,1,,
1.7500,21.00,0,1.5975,60.0238,0.9068,0.1253,0.1253, 0.09,0.1768,0.0042,0.1437,0.4505,0.1145,0.1302,0.1090, 0.5157,0.1767,0.1738,0.1738,0.5324,0.1994,0.2139 ,0.2139,0.1810, 0.0905,12.6051,8.8126,266,8.60738371462079,49.85472143804696,12.916811844568441,13.274394092120561,12.267676398097725,11.888961352561326,0.15880719232780227,13.438310611576805,0.9568043921342722,0.319426962706144,1,,
1.7500,21.00,0,1.5323,50.9351,0.9113,0.0979,0.0979, 0.07,0.1640,0.0170,0.1390,0.4527,0.1167,0.1268,0.1060, 0.5152,0.1762,0.1692,0.1692,0.5293,0.1963,0.2086 ,0.2086,0.1810, 0.0905,12.3982,8.6156,324,3.705937200335834,51.54601813151122,13.145369510901503,13.636972913886476,11.7248669733396,11.258047059177384,1.6941516671398276,13.338754881617938,0.9631959442570808,0.3115437930474653,1,,
1.7500,21.00,0,1.5078,49.1190,0.9145,0.0934,0.0934, 0.07,0.1693,0.0117,0.1406,0.4543,0.1183,0.1235,0.1031, 0.5135,0.1745,0.1651,0.1651,0.5270,0.1940,0.2036 ,0.2036,0.1810, 0.0905,12.4819,8.7795,352,1.6517345059903785,52.21780210659826,13.071790202952888,13.299657607379912,11.486167813500524,10.889013029896548,1.6185595638128254,12.964936119611881,0.964889768104994,0.30331960225852517,1,,
1.7500,21.00,0,1.4757,49.6621,0.9161,0.0929,0.0929, 0.07,0.1712,0.0098,0.1408,0.4537,0.1177,0.1205,0.1008, 0.5089,0.1699,0.1624,0.1624,0.5241,0.1911,0.1991 ,0.1991,0.1810, 0.0905,12.2770,8.8187,366,2.7359381998622463,51.57535237900485,13.407864617342415,13.324926862304299,11.399870843847932,10.595918394454738,2.160886205566431,13.017139501859537,0.9613271736354481,0.29604694149119454,1,,
1.7500,21.00,0,1.4834,51.5118,0.9159,0.0925,0.0925, 0.07,0.1711,0.0099,0.1402,0.4521,0.1161,0.1178,0.0990, 0.5044,0.1654,0.1600,0.1600,0.5200,0.1870,0.1954 ,0.1954,0.1810, 0.0905,12.3152,8.8842,371,2.932569177030984,51.27635907189766,13.271388593537997,13.271064099366257,11.277973166386888,10.560037518182078,2.155900736244141,12.94673815118862,0.9603840327505584,0.28894301856379345,1,,
1.7500,21.00,0,1.5048,52.0979,0.9123,0.0910,0.0910, 0.07,0.1675,0.0135,0.1395,0.4536,0.1176,0.1154,0.0969, 0.5048,0.1658,0.1565,0.1565,0.5173,0.1843,0.1916 ,0.1916,0.1810, 0.0905,12.5935,9.1476,384,2.400823049574837,50.833583953184764,13.347596881415686,13.182656340936141,11.261250399045865,10.572820837397423,2.37790140341316,12.827326903476632,0.9679163311408489,0.28440218300119086,1,,
1.7500,21.00,0,1.4733,50.7275,0.9097,0.0888,0.0888, 0.07,0.1718,0.0092,0.1408,0.4541,0.1181,0.1128,0.0948, 0.5037,0.1647,0.1533,0.1533,0.5144,0.1814,0.1880 ,0.1880,0.1810, 0.0905,12.5085,9.1362,411,0.5991177311434552,51.32377762329248,13.439249592066428,13.529272800839216,11.001892112561295,10.583005077444415,2.098399936432825,12.553920755293332,0.972146012848469,0.278857426733862,1,,
1.7500,21.00,0,1.4475,51.1982,0.9102,0.0885,0.0885, 0.07,0.1721,0.0089,0.1417,0.4544,0.1184,0.1104,0.0928, 0.5018,0.1628,0.1505,0.1505,0.5125,0.1795,0.1845 ,0.1845,0.1810, 0.0905,12.3206,9.1125,424,1.3658651626979375,50.737704546299824,13.280700297208654,13.337812107956672,10.887978348821333,10.41127843371895,1.6294324468840504,12.667236841123161,0.9722893557901843,0.27298695209053586,1,,
1.7500,21.00,0,1.4809,51.0898,0.9109,0.0880,0.0880, 0.07,0.1720,0.0090,0.1397,0.4567,0.1207,0.1087,0.0912, 0.5021,0.1631,0.1476,0.1476,0.5124,0.1794,0.1809 ,0.1809,0.1810, 0.0905,12.6644,9.3291,442,1.2019358215541978,50.206251824926085,13.248199012974743,13.295739423895183,11.105827356605362,10.467773395521384,0.8618779225176585,13.08755857992329,0.9736700161100436,0.26755700387256787,1,,
1.7500,21.00,0,1.4827,51.3004,0.9138,0.0864,0.0864, 0.06,0.1729,0.0081,0.1383,0.4559,0.1199,0.1067,0.0897, 0.4991,0.1601,0.1457,0.1457,0.5102,0.1772,0.1778 ,0.1778,0.1810, 0.0905,12.7739,9.3571,457,-0.6499469503818784,50.818327284669266,13.995971430688757,14.346470283395485,11.057826592387903,10.404120699802736,0.7744963983480614,12.921478090296926,0.9718035582310585,0.26252715173063157,1,,
1.7500,21.00,0,1.4727,50.2505,0.9161,0.0848,0.0848, 0.06,0.1759,0.0051,0.1383,0.4565,0.1205,0.1048,0.0881, 0.4976,0.1586,0.1433,0.1433,0.5094,0.1764,0.1747 ,0.1747,0.1810, 0.0905,12.8097,9.2163,483,-0.20902284838930094,50.542340247424164,13.710673226265515,14.039450228938314,10.903487928731346,10.363677209358375,0.9299447042742023,12.737035974116198,0.9703751982139628,0.2577226020465453,1,,
1.7500,21.00,0,1.4687,50.7470,0.9157,0.0846,0.0846, 0.06,0.1763,0.0047,0.1373,0.4550,0.1190,0.1034,0.0874, 0.4961,0.1571,0.1410,0.1410,0.5047,0.1717,0.1735 ,0.1735,0.1810, 0.0905,12.7446,9.1796,496,-0.7635152820189509,50.44231282152968,13.682622509239732,14.019957741877262,10.905104039860078,10.343913242181676,1.2903514646730314,12.78718755160182,0.9794745019753657,0.25745735777521744,1,,
1.7500,21.00,0,1.4696,51.0647,0.9139,0.0845,0.0845, 0.06,0.1761,0.0049,0.1359,0.4535,0.1175,0.1019,0.0865, 0.4937,0.1547,0.1392,0.1392,0.5013,0.1683,0.1715 ,0.1715,0.1810, 0.0905,12.8468,9.1606,510,-0.8632235212829906,51.4707944529387,14.190124168450605,14.436931057405186,10.881100925295096,10.263378587351289,1.3760458159580369,12.69187716648499,0.9818879383247309,0.25330163197963146,1,,
1.7500,21.00,0,1.4547,49.9173,0.9107,0.0829,0.0829, 0.06,0.1764,0.0046,0.1359,0.4544,0.1184,0.1006,0.0854, 0.4919,0.1529,0.1373,0.1373,0.5020,0.1690,0.1688 ,0.1688,0.1810, 0.0905,12.7888,9.0973,538,-0.4671414736814619,51.159663180286934,13.755290080998774,14.13155908044032,11.072968429850231,11.060747861740323,1.3111817056811272,12.473025496314731,0.9771789295421739,0.250331901720772,1,,
1.7500,21.00,0,1.4315,50.1838,0.9109,0.0825,0.0825, 0.06,0.1760,0.0050,0.1356,0.4534,0.1174,0.0994,0.0847, 0.4883,0.1493,0.1366,0.1366,0.5009,0.1679,0.1662 ,0.1662,0.1810, 0.0905,12.6040,9.0651,552,-0.7846406459480277,50.843913920567196,13.527973751491553,14.02397551638755,10.973005023513464,10.973496035629218,1.0392317297618678,12.48784750755856,0.9715785624570006,0.24816425714528675,1,,
1.7650,20.00,0,2.3293,9.5183,0.5000,0.5000,0.5000, 0.39,0.0526,0.1224,0.1432,0.4965,0.0515,0.4083,0.2193, 0.8298,0.3998,0.2406,0.2406,1.0000,0.5400,0.0000 ,0.0000,0.1750, 0.0875,15.9579,3.6967,63,9.092961859060226,28.91375361026249,5.178305443527435,3.2419958233584305,7.291139702628456,4.8591835847970835,-11.57033690388825,2.8350916405743396,0.24477293155648494,0.24477293155648494,1,,
1.7650,20.00,0,2.2227,23.1843,0.7913,0.3960,0.3960, 0.32,0.0763,0.0987,0.1488,0.5024,0.0574,0.3176,0.2207, 0.7613,0.3313,0.2399,0.2399,0.8668,0.4068,0.2308 ,0.2308,0.1750, 0.0875,14.9747,5.8908,78,3.731851587850242,32.16032423724768,6.804391471995255,3.5018000809805447,7.734401260963728,4.986536446045178,-12.550896927398266,5.235411151218249,0.5595864640684169,0.488013981207287,1,,
1.7650,20.00,0,2.1778,28.7449,0.9103,0.2283,0.2283, 0.19,0.0899,0.0851,0.1395,0.4908,0.0458,0.2693,0.2102, 0.7058,0.2758,0.2416,0.2416,0.7814,0.3214,0.2679 ,0.2579,0.1750, 0.0875,14.7896,7.5968,105,13.706011957537443,40.88177803891306,15.586827271567943,15.15320329991574,11.535360011590242,7.947239787567445,-9.79810246661489,9.621330058877861,0.6947114761827066,0.4831092434294758,1,,
1.7650,20.00,0,2.0133,29.4828,0.9485,0.1742,0.1742, 0.14,0.1115,0.0635,0.1402,0.4905,0.0455,0.2376,0.1932, 0.6670,0.2370,0.2369,0.2369,0.7355,0.2755,0.2652 ,0.2581,0.1750, 0.0875,13.5564,8.3497,144,10.074405358129631,43.87959581785275,12.7884055820308,14.018569743289525,11.071039831378142,7.599752259465323,-4.28106200304871,12.969385318888454,0.7428988714440706,0.4427230885304042,1,,
1.7650,20.00,0,1.9100,29.7705,0.9661,0.1312,0.1312, 0.11,0.1247,0.0503,0.1454,0.4920,0.0470,0.2152,0.1786, 0.6461,0.2161,0.2252,0.2252,0.6984,0.2384,0.2618 ,0.2564,0.1750, 0.0875,13.0475,8.6466,182,4.8316614416211126,46.16581577298489,13.226258526581839,11.952804338764158,13.071389894250084,13.919452779721102,-4.357666831009149,12.340642772856498,0.8012806997597866,0.42471005833667913,1,,
1.7650,20.00,0,1.8400,31.6228,0.9637,0.1176,0.1176, 0.10,0.1250,0.0500,0.1437,0.4884,0.0434,0.1982,0.1688, 0.6215,0.1915,0.2205,0.2205,0.6721,0.2121,0.2546 ,0.2503,0.1750, 0.0875,12.7427,8.7832,206,6.337349299190105,44.26591732692987,13.511719275509009,12.36202217873461,14.418375383258683,13.86124831845161,-5.749049646283421,12.485958319271175,0.8183799366469235,0.39542959022944985,1,,
1.7650,20.00,0,1.8710,36.0114,0.9649,0.1162,0.1162, 0.10,0.1236,0.0514,0.1424,0.4927,0.0477,0.1853,0.1582, 0.6063,0.1763,0.2123,0.2123,0.6593,0.1993,0.2427 ,0.2390,0.1750, 0.0875,13.0682,9.0651,211,6.247194906281113,44.78132280185848,14.257452840867591,13.083073216708934,14.113613756299767,13.622567071695082,-5.842645542307891,12.428016649742949,0.8249771233232658,0.3703021075145257,1,,
1.7650,20.00,0,1.8227,38.8185,0.9679,0.1110,0.1110, 0.09,0.1264,0.0486,0.1426,0.4860,0.0410,0.1751,0.1519, 0.5895,0.1595,0.2077,0.2077,0.6367,0.1767,0.2400 ,0.2329,0.1750, 0.0875,13.0505,9.0288,222,4.613606270401556,45.321078191245014,14.351872916391923,13.175026685352783,13.742578699645764,13.401540487631511,-5.31179834638428,12.386888338991952,0.8454307822085244,0.353884878061716,1,,
1.7650,20.00,0,1.7198,38.4092,0.9603,0.1040,0.1040, 0.09,0.1306,0.0444,0.1416,0.4850,0.0400,0.1657,0.1452, 0.5809,0.1509,0.1998,0.1998,0.6205,0.1605,0.2346 ,0.2283,0.1750, 0.0875,12.4767,9.1360,248,3.261291400970012,45.90713203647379,13.96728895893989,12.758089226154475,13.953833728887442,13.225458748590519,-3.323397593666796,13.242116476546611,0.8690173313249238,0.34310054491600983,1,,
